Date,05T,10T,11T,59T,61T,03T,50T,52T,53T,54T,08T,14T,17T,18T,19T,20T,21T,24T,25T,26T,27T,29T,30T,31T,32T,33T,34T,35T,36T,37T,38T,39T,40T,41T,42T,44T,46T,62T,63T,57T,58T,67T,68T,69T,70T,71T,72T,73T,75T,76T,77T,79T,80T
2018-07-19 00:00:00,12,,,10.0,18.0,,15.0,13.0,13.0,,21.0,,,,12.0,,,17.0,,16.0,6.0,,8.0,,13.0,,,11.0,10.0,,,,5.0,,,30.0,18.0,32.0,33.0,6.0,,,,,,,,,4.0,9.0,13.0,11.0,30.0
2018-07-20 00:00:00,11,,,12.0,19.0,,17.0,16.0,15.0,,26.0,,,12.0,13.0,,,17.0,,17.0,8.0,,11.0,,14.0,,,13.0,13.0,,,,6.0,,,23.0,19.0,33.0,28.0,5.0,,7.0,4.0,,,,,,,10.0,17.0,13.0,19.0
2018-07-21 00:00:00,16,,,18.0,18.0,,20.0,19.0,17.0,,25.0,,,14.0,14.0,,,20.0,,18.0,14.0,,9.0,,16.0,,,19.0,24.0,,,,8.0,,,11.0,24.0,17.0,18.0,6.0,8.0,7.0,10.0,,,,,,,11.0,17.0,11.0,9.0
2018-07-22 00:00:00,15,,,,18.0,,19.0,19.0,15.0,,23.0,,,14.0,31.0,,,19.0,,16.0,11.0,,11.0,,15.0,,,18.0,19.0,,,,10.0,,,10.0,21.0,21.0,17.0,8.0,5.0,7.0,7.0,,,,,,6.0,11.0,,14.0,8.0
2018-07-23 00:00:00,19,,,15.0,20.0,,23.0,21.0,19.0,,27.0,,,,19.0,,,19.0,,17.0,18.0,,10.0,,17.0,,,15.0,16.0,,,,7.0,,,13.0,19.0,23.0,24.0,7.0,5.0,7.0,7.0,,,,,,5.0,10.0,14.0,14.0,11.0
2018-07-24 00:00:00,25,,,21.0,22.0,,28.0,24.0,19.0,,29.0,,,23.0,22.0,,,16.0,,20.0,26.0,,13.0,,18.0,,,16.0,16.0,,,,10.0,,,17.0,20.0,17.0,31.0,8.0,5.0,8.0,9.0,,,,,,5.0,12.0,19.0,12.0,12.0
2018-07-25 00:00:00,19,,,20.0,22.0,,22.0,20.0,19.0,24.0,27.0,,,15.0,16.0,,,21.0,,34.0,22.0,24.0,9.0,15.0,17.0,,,18.0,20.0,,,,11.0,,,26.0,22.0,15.0,23.0,6.0,5.0,9.0,11.0,,,,,,4.0,15.0,17.0,16.0,17.0
2018-07-26 00:00:00,17,,,14.0,21.0,,21.0,20.0,19.0,23.0,25.0,,,12.0,15.0,,,18.0,,15.0,23.0,28.0,12.0,24.0,19.0,,,16.0,23.0,,,,9.0,,,20.0,25.0,17.0,30.0,10.0,4.0,10.0,11.0,,,,,,5.0,14.0,,14.0,15.0
2018-07-27 00:00:00,19,,,18.0,22.0,,22.0,21.0,18.0,26.0,28.0,,,17.0,16.0,,,20.0,,18.0,23.0,30.0,10.0,24.0,19.0,,,19.0,20.0,,,,9.0,,,16.0,24.0,13.0,20.0,7.0,4.0,9.0,12.0,,,,,,4.0,11.0,,17.0,12.0
2018-07-28 00:00:00,14,,,16.0,15.0,,18.0,15.0,14.0,22.0,23.0,,,13.0,16.0,,,18.0,,14.0,19.0,30.0,12.0,25.0,21.0,,,15.0,15.0,,,,11.0,,,15.0,21.0,11.0,18.0,10.0,5.0,11.0,10.0,,,,,,5.0,9.0,15.0,17.0,6.0
2018-07-29 00:00:00,14,,,17.0,18.0,,20.0,17.0,18.0,22.0,24.0,,,14.0,15.0,,,15.0,,16.0,22.0,25.0,9.0,17.0,16.0,,,17.0,21.0,,,,10.0,,,9.0,22.0,9.0,15.0,9.0,8.0,8.0,13.0,,,,,,7.0,11.0,13.0,11.0,5.0
2018-07-30 00:00:00,15,,,15.0,18.0,,20.0,19.0,19.0,21.0,24.0,,,14.0,17.0,,,15.0,,17.0,26.0,21.0,6.0,17.0,14.0,,,20.0,20.0,,,,10.0,,,11.0,20.0,9.0,11.0,9.0,7.0,7.0,15.0,,,,,,6.0,10.0,12.0,9.0,4.0
2018-07-31 00:00:00,17,,,12.0,20.0,,21.0,20.0,19.0,23.0,26.0,,,12.0,14.0,,,20.0,,13.0,21.0,18.0,8.0,19.0,16.0,,,17.0,16.0,,,,9.0,,,9.0,20.0,6.0,9.0,25.0,7.0,,10.0,,,,,,6.0,14.0,14.0,10.0,6.0
2018-08-01 00:00:00,18,,,18.0,15.0,,21.0,18.0,14.0,17.0,23.0,,,14.0,13.0,,,17.0,,10.0,23.0,24.0,8.0,18.0,15.0,,,18.0,16.0,,,,12.0,,,19.0,24.0,12.0,20.0,32.0,11.0,12.0,14.0,,,,,,8.0,15.0,13.0,10.0,16.0
2018-08-02 00:00:00,17,,,13.0,19.0,,23.0,22.0,17.0,21.0,22.0,,,14.0,15.0,,,20.0,,14.0,23.0,28.0,5.0,11.0,14.0,,,22.0,,,,,12.0,,,15.0,21.0,16.0,20.0,41.0,10.0,13.0,17.0,,,,,,12.0,11.0,15.0,9.0,10.0
2018-08-03 00:00:00,16,,,16.0,17.0,,21.0,16.0,16.0,18.0,24.0,,,13.0,13.0,,,16.0,,12.0,25.0,30.0,6.0,10.0,14.0,,,21.0,20.0,,,,12.0,,,18.0,18.0,14.0,18.0,38.0,9.0,11.0,15.0,,,,,,10.0,8.0,15.0,9.0,9.0
2018-08-04 00:00:00,12,,,11.0,17.0,,18.0,15.0,14.0,22.0,20.0,,,10.0,13.0,,,23.0,,17.0,16.0,30.0,8.0,10.0,15.0,,,24.0,20.0,,,,12.0,,,21.0,22.0,11.0,23.0,42.0,10.0,14.0,13.0,,,,,,10.0,10.0,,13.0,12.0
2018-08-05 00:00:00,10,,,11.0,15.0,,17.0,14.0,13.0,20.0,19.0,,,10.0,12.0,,,21.0,,17.0,15.0,25.0,10.0,10.0,15.0,,,18.0,21.0,,,,13.0,,,23.0,27.0,15.0,32.0,42.0,8.0,13.0,11.0,,,,,,9.0,14.0,14.0,12.0,15.0
2018-08-06 00:00:00,13,,,13.0,16.0,,18.0,16.0,15.0,20.0,24.0,,,11.0,12.0,,,19.0,,20.0,16.0,21.0,11.0,12.0,15.0,,,20.0,,,,,16.0,,,14.0,27.0,14.0,25.0,46.0,9.0,15.0,13.0,,,,,,9.0,15.0,10.0,12.0,9.0
2018-08-07 00:00:00,15,,,14.0,20.0,,22.0,18.0,20.0,27.0,29.0,,,14.0,15.0,,,15.0,,17.0,19.0,18.0,,10.0,20.0,,,19.0,13.0,,,,14.0,,,24.0,23.0,25.0,31.0,25.0,10.0,16.0,15.0,,,,,,9.0,15.0,11.0,15.0,20.0
2018-08-08 00:00:00,25,,,18.0,21.0,,30.0,28.0,21.0,33.0,30.0,,,21.0,22.0,,,,,18.0,29.0,22.0,,13.0,21.0,,,19.0,18.0,,,,11.0,,,23.0,19.0,18.0,25.0,41.0,10.0,13.0,15.0,,,,,,9.0,15.0,13.0,14.0,15.0
2018-08-09 00:00:00,18,,,15.0,18.0,,20.0,17.0,16.0,23.0,23.0,,,17.0,18.0,,,16.0,,14.0,26.0,18.0,4.0,22.0,15.0,,,18.0,18.0,,,,10.0,,,,19.0,18.0,25.0,26.0,8.0,10.0,15.0,,,,,,7.0,12.0,15.0,11.0,12.0
2018-08-10 00:00:00,18,,,13.0,18.0,,19.0,17.0,15.0,25.0,25.0,,,16.0,13.0,,,17.0,,16.0,24.0,18.0,6.0,17.0,14.0,,,15.0,15.0,,,,6.0,,,11.0,21.0,14.0,13.0,57.0,5.0,5.0,15.0,,,,,,5.0,10.0,16.0,7.0,6.0
2018-08-11 00:00:00,11,,,11.0,13.0,,15.0,13.0,10.0,20.0,17.0,,,8.0,11.0,,,19.0,,13.0,12.0,21.0,10.0,,14.0,,,15.0,14.0,,,,8.0,,,11.0,19.0,10.0,15.0,58.0,6.0,8.0,9.0,,,,,,6.0,9.0,12.0,8.0,7.0
2018-08-12 00:00:00,11,,,9.0,13.0,,14.0,11.0,10.0,16.0,18.0,,,9.0,12.0,,,15.0,,14.0,14.0,20.0,10.0,17.0,14.0,,,15.0,15.0,,,,9.0,,,14.0,18.0,15.0,17.0,74.0,5.0,10.0,8.0,,,,,,7.0,10.0,12.0,10.0,9.0
2018-08-13 00:00:00,12,,,14.0,15.0,,15.0,14.0,14.0,20.0,20.0,,,12.0,12.0,,,15.0,,18.0,15.0,21.0,10.0,19.0,17.0,,,13.0,10.0,,,,9.0,,,21.0,22.0,20.0,22.0,72.0,4.0,7.0,7.0,,,,,,6.0,12.0,,15.0,18.0
2018-08-14 00:00:00,11,,,11.0,15.0,,16.0,13.0,14.0,18.0,19.0,,,10.0,15.0,,,16.0,,14.0,14.0,,10.0,16.0,15.0,,,15.0,11.0,,,,10.0,,,28.0,24.0,30.0,29.0,41.0,4.0,9.0,10.0,,,,,,7.0,13.0,,11.0,20.0
2018-08-15 00:00:00,12,,,11.0,15.0,,16.0,13.0,13.0,22.0,18.0,,,10.0,18.0,,,15.0,,13.0,14.0,,10.0,11.0,14.0,,,16.0,20.0,,,,9.0,,,24.0,22.0,32.0,34.0,36.0,4.0,10.0,15.0,,,,,,7.0,10.0,12.0,9.0,18.0
2018-08-16 00:00:00,14,,,13.0,14.0,,18.0,14.0,14.0,19.0,19.0,,,11.0,12.0,,,20.0,,11.0,17.0,,9.0,17.0,13.0,,,14.0,,,,,9.0,,,23.0,17.0,31.0,29.0,48.0,,8.0,10.0,,,,,,7.0,6.0,13.0,7.0,19.0
2018-08-17 00:00:00,13,,,9.0,12.0,,17.0,14.0,11.0,19.0,17.0,,,8.0,9.0,,,12.0,,9.0,15.0,19.0,9.0,14.0,11.0,,,17.0,22.0,,,,7.0,,,30.0,18.0,32.0,31.0,37.0,3.0,6.0,9.0,,,,,,5.0,9.0,11.0,8.0,26.0
2018-08-18 00:00:00,8,,,8.0,10.0,,11.0,9.0,7.0,14.0,16.0,,,7.0,8.0,,,14.0,,10.0,,16.0,9.0,15.0,12.0,,,11.0,10.0,,,,7.0,,,12.0,19.0,16.0,18.0,,3.0,5.0,5.0,,,,,,,8.0,9.0,9.0,7.0
2018-08-19 00:00:00,5,,,6.0,10.0,,11.0,8.0,9.0,18.0,18.0,,,6.0,11.0,,,14.0,,12.0,10.0,17.0,7.0,13.0,12.0,,,14.0,8.0,,,,8.0,,,24.0,17.0,29.0,26.0,,7.0,7.0,9.0,,,,,,6.0,12.0,11.0,12.0,23.0
2018-08-20 00:00:00,8,,,13.0,13.0,,15.0,11.0,12.0,19.0,21.0,,,10.0,11.0,,,16.0,,17.0,14.0,15.0,10.0,19.0,14.0,,,18.0,14.0,,,,13.0,,,30.0,19.0,34.0,36.0,,8.0,11.0,12.0,,,,,,8.0,13.0,12.0,16.0,26.0
2018-08-21 00:00:00,19,,,18.0,23.0,,26.0,22.0,23.0,32.0,26.0,,,16.0,17.0,,,14.0,,21.0,25.0,15.0,11.0,28.0,18.0,,,18.0,14.0,,,,15.0,,,16.0,21.0,24.0,22.0,28.0,6.0,9.0,14.0,,,,,,9.0,13.0,20.0,17.0,13.0
2018-08-22 00:00:00,19,,,18.0,21.0,,23.0,20.0,19.0,32.0,25.0,,,16.0,18.0,,,17.0,,16.0,23.0,13.0,9.0,22.0,20.0,,,16.0,14.0,,,,14.0,,,9.0,18.0,18.0,17.0,37.0,8.0,7.0,12.0,,,,,,6.0,12.0,14.0,16.0,7.0
2018-08-23 00:00:00,18,,,19.0,22.0,,25.0,23.0,20.0,34.0,24.0,,,17.0,19.0,,,18.0,,20.0,24.0,14.0,10.0,26.0,20.0,,,17.0,14.0,,,,12.0,,,12.0,23.0,25.0,19.0,,9.0,6.0,12.0,,,,,,6.0,10.0,,18.0,10.0
2018-08-24 00:00:00,17,,,13.0,19.0,,21.0,17.0,17.0,29.0,27.0,,,15.0,12.0,,,12.0,,15.0,20.0,15.0,8.0,20.0,12.0,,,15.0,11.0,,,,6.0,,,16.0,16.0,19.0,30.0,10.0,4.0,7.0,7.0,,,,,,8.0,8.0,12.0,10.0,12.0
2018-08-25 00:00:00,12,,,11.0,15.0,,16.0,15.0,13.0,29.0,18.0,,,7.0,16.0,,,15.0,,11.0,,13.0,8.0,15.0,10.0,,,15.0,10.0,,,,6.0,,,21.0,19.0,15.0,26.0,25.0,4.0,4.0,9.0,,,,,,5.0,9.0,10.0,8.0,13.0
2018-08-26 00:00:00,11,,,10.0,14.0,,15.0,13.0,14.0,26.0,19.0,,,9.0,17.0,,,10.0,,13.0,14.0,19.0,7.0,19.0,10.0,,,15.0,10.0,,,,6.0,,,22.0,15.0,16.0,26.0,39.0,4.0,5.0,9.0,,,,,,4.0,9.0,11.0,7.0,16.0
2018-08-27 00:00:00,13,,,8.0,15.0,,16.0,16.0,14.0,27.0,21.0,,,11.0,13.0,,,8.0,,15.0,17.0,15.0,9.0,13.0,15.0,,,12.0,8.0,,,,6.0,,,19.0,12.0,15.0,29.0,,3.0,6.0,9.0,,,,,,,6.0,12.0,7.0,15.0
2018-08-28 00:00:00,15,,,15.0,16.0,,20.0,19.0,17.0,27.0,22.0,,,12.0,14.0,,,9.0,,11.0,18.0,20.0,10.0,,14.0,,,13.0,8.0,,,,8.0,,,14.0,16.0,13.0,15.0,32.0,3.0,5.0,8.0,,,,,,6.0,5.0,16.0,9.0,9.0
2018-08-29 00:00:00,20,,,19.0,19.0,,25.0,23.0,21.0,31.0,22.0,,,14.0,15.0,,,11.0,,12.0,22.0,23.0,11.0,,16.0,,,16.0,11.0,,,,8.0,,,10.0,15.0,10.0,18.0,17.0,4.0,6.0,10.0,,,,,,5.0,7.0,16.0,10.0,5.0
2018-08-30 00:00:00,13,,,10.0,11.0,,14.0,13.0,11.0,23.0,17.0,,,9.0,11.0,,,12.0,,9.0,15.0,21.0,7.0,22.0,11.0,,,21.0,21.0,,,,12.0,,,10.0,19.0,8.0,14.0,40.0,6.0,9.0,13.0,,,,,,7.0,10.0,15.0,5.0,4.0
2018-08-31 00:00:00,14,,,11.0,12.0,,16.0,13.0,12.0,15.0,19.0,,,9.0,10.0,,,13.0,,11.0,18.0,13.0,7.0,19.0,11.0,,,18.0,19.0,,,,7.0,,,11.0,23.0,8.0,9.0,,4.0,8.0,10.0,,,,,,7.0,9.0,14.0,6.0,4.0
2018-09-01 00:00:00,14,,,12.0,16.0,,20.0,17.0,15.0,33.0,19.0,,,10.0,13.0,,,12.0,,13.0,17.0,19.0,10.0,20.0,13.0,,,15.0,10.0,,,,9.0,,,16.0,18.0,12.0,18.0,42.0,5.0,11.0,9.0,,,,,,5.0,10.0,15.0,7.0,12.0
2018-09-02 00:00:00,14,,,12.0,15.0,,19.0,15.0,16.0,36.0,21.0,,,12.0,15.0,,,17.0,,13.0,,18.0,6.0,,11.0,,,15.0,12.0,,,,9.0,,,15.0,21.0,11.0,15.0,42.0,5.0,10.0,11.0,,,,,,7.0,11.0,19.0,8.0,12.0
2018-09-03 00:00:00,10,,,10.0,13.0,,16.0,15.0,14.0,31.0,18.0,,,8.0,12.0,,,17.0,,14.0,,13.0,7.0,18.0,10.0,,,15.0,18.0,,,,8.0,,,13.0,19.0,12.0,14.0,46.0,6.0,6.0,15.0,,,,,,4.0,12.0,16.0,9.0,7.0
2018-09-04 00:00:00,11,,,7.0,12.0,,15.0,12.0,11.0,33.0,18.0,,,9.0,16.0,,,7.0,,11.0,,10.0,7.0,18.0,11.0,,,14.0,13.0,,,,8.0,,,12.0,16.0,9.0,12.0,33.0,4.0,8.0,12.0,,,,,,,10.0,11.0,9.0,7.0
2018-09-05 00:00:00,15,,,8.0,14.0,,18.0,,12.0,28.0,20.0,,,10.0,17.0,,,11.0,,12.0,,14.0,5.0,15.0,9.0,,,13.0,9.0,,,,8.0,,,9.0,15.0,8.0,15.0,23.0,4.0,10.0,10.0,,,,,,6.0,8.0,13.0,6.0,7.0
2018-09-06 00:00:00,17,,,10.0,17.0,,23.0,,16.0,33.0,23.0,,,20.0,20.0,,,21.0,,17.0,,17.0,13.0,18.0,15.0,,,14.0,14.0,,,,12.0,,,11.0,15.0,8.0,15.0,8.0,5.0,11.0,13.0,,,,,,7.0,12.0,19.0,11.0,10.0
2018-09-07 00:00:00,19,,,19.0,19.0,,23.0,19.0,21.0,22.0,24.0,,,17.0,21.0,,,26.0,,18.0,,23.0,14.0,21.0,19.0,,,19.0,13.0,,,,14.0,,,12.0,24.0,10.0,15.0,9.0,8.0,12.0,16.0,,,,,,6.0,18.0,25.0,14.0,6.0
2018-09-08 00:00:00,22,,,19.0,22.0,,28.0,25.0,23.0,41.0,31.0,,,24.0,26.0,,,36.0,,17.0,,27.0,21.0,27.0,25.0,,,15.0,10.0,,,,11.0,,,12.0,19.0,11.0,15.0,5.0,10.0,10.0,16.0,,,,,,7.0,16.0,19.0,15.0,7.0
2018-09-09 00:00:00,26,,,26.0,28.0,,34.0,34.0,32.0,50.0,32.0,,,24.0,31.0,,,31.0,,21.0,,20.0,16.0,18.0,32.0,,,15.0,10.0,,,,12.0,,,16.0,17.0,8.0,15.0,7.0,5.0,8.0,13.0,,,,,,6.0,13.0,14.0,12.0,7.0
2018-09-10 00:00:00,29,,,27.0,31.0,,39.0,35.0,32.0,52.0,40.0,,,27.0,30.0,,,30.0,,15.0,,17.0,15.0,13.0,32.0,,,17.0,9.0,,,,11.0,,,13.0,18.0,9.0,11.0,7.0,4.0,10.0,13.0,,,,,,6.0,14.0,18.0,7.0,8.0
2018-09-11 00:00:00,17,,,13.0,16.0,,21.0,17.0,16.0,29.0,21.0,,,16.0,18.0,,,28.0,,12.0,,9.0,13.0,10.0,16.0,,,15.0,11.0,,,,12.0,,,16.0,26.0,9.0,13.0,10.0,6.0,13.0,14.0,,,,,,8.0,17.0,23.0,11.0,8.0
2018-09-12 00:00:00,18,,,17.0,18.0,,21.0,19.0,17.0,,25.0,,,15.0,21.0,,,28.0,,13.0,,7.0,12.0,7.0,14.0,,,13.0,15.0,,,,11.0,,,16.0,26.0,9.0,13.0,11.0,8.0,11.0,14.0,,,,,,7.0,16.0,18.0,11.0,8.0
2018-09-13 00:00:00,18,,,15.0,17.0,,22.0,17.0,16.0,19.0,,,,16.0,25.0,,,18.0,,,,12.0,12.0,6.0,10.0,,,14.0,20.0,,,,12.0,,,15.0,20.0,11.0,14.0,9.0,8.0,9.0,13.0,,,,,,6.0,18.0,16.0,13.0,6.0
2018-09-14 00:00:00,13,,,10.0,15.0,,18.0,17.0,15.0,30.0,,,,15.0,22.0,,,15.0,,,,10.0,10.0,4.0,10.0,,,10.0,12.0,,,,15.0,,,12.0,23.0,11.0,12.0,8.0,5.0,14.0,13.0,,,,,,9.0,15.0,15.0,8.0,6.0
2018-09-15 00:00:00,14,,,11.0,14.0,,21.0,17.0,17.0,32.0,22.0,,,14.0,20.0,,,18.0,,15.0,,,7.0,6.0,10.0,,,12.0,14.0,,,,16.0,,,9.0,27.0,6.0,8.0,13.0,6.0,13.0,19.0,,,,,,14.0,14.0,15.0,6.0,
2018-09-16 00:00:00,14,,,9.0,16.0,,20.0,16.0,20.0,34.0,21.0,,,13.0,19.0,,,17.0,,10.0,,11.0,6.0,15.0,13.0,,,15.0,16.0,,,,17.0,,,8.0,25.0,6.0,9.0,17.0,9.0,14.0,21.0,,,,,,10.0,12.0,18.0,6.0,6.0
2018-09-17 00:00:00,10,,,10.0,10.0,,16.0,15.0,13.0,13.0,19.0,,,8.0,8.0,,,16.0,,9.0,,9.0,6.0,7.0,7.0,,,15.0,18.0,,,,16.0,,,10.0,24.0,10.0,12.0,14.0,8.0,15.0,15.0,,,,,,11.0,11.0,14.0,5.0,8.0
2018-09-18 00:00:00,8,,,7.0,9.0,,13.0,12.0,11.0,19.0,19.0,,,6.0,10.0,,,16.0,,12.0,9.0,15.0,6.0,16.0,10.0,,,9.0,9.0,,,,14.0,,,9.0,20.0,12.0,13.0,,6.0,8.0,12.0,,,,,,,12.0,13.0,9.0,7.0
2018-09-19 00:00:00,8,,,12.0,14.0,,16.0,11.0,15.0,23.0,18.0,,,10.0,15.0,,,17.0,,11.0,7.0,15.0,9.0,14.0,9.0,,,8.0,10.0,,,,9.0,,,10.0,21.0,13.0,17.0,7.0,5.0,8.0,8.0,,,,,,5.0,13.0,15.0,8.0,9.0
2018-09-20 00:00:00,21,,,16.0,20.0,,25.0,21.0,26.0,31.0,27.0,,,21.0,26.0,,,31.0,,13.0,33.0,16.0,14.0,19.0,22.0,,,9.0,8.0,,,,10.0,,,8.0,18.0,8.0,17.0,7.0,4.0,11.0,10.0,,,,,,6.0,15.0,20.0,7.0,7.0
2018-09-21 00:00:00,27,,,19.0,,,31.0,27.0,28.0,38.0,37.0,,,29.0,23.0,,,35.0,,18.0,52.0,29.0,21.0,33.0,31.0,,,10.0,13.0,,,,12.0,,,17.0,19.0,12.0,14.0,9.0,4.0,9.0,15.0,,,,,,4.0,16.0,25.0,9.0,7.0
2018-09-22 00:00:00,19,,,17.0,,,24.0,27.0,22.0,32.0,29.0,,,20.0,22.0,,,34.0,,22.0,35.0,25.0,18.0,23.0,21.0,,,14.0,14.0,,,,13.0,,,13.0,21.0,7.0,13.0,13.0,5.0,9.0,19.0,,,,,,6.0,14.0,20.0,12.0,7.0
2018-09-23 00:00:00,14,,,13.0,,,20.0,20.0,16.0,29.0,25.0,,,16.0,19.0,,,25.0,,23.0,19.0,17.0,11.0,14.0,13.0,,,17.0,14.0,,,,13.0,,,12.0,16.0,10.0,11.0,13.0,5.0,10.0,15.0,,,,,,8.0,15.0,13.0,16.0,7.0
2018-09-24 00:00:00,17,,,15.0,,,25.0,21.0,18.0,36.0,26.0,,,15.0,19.0,,,23.0,,19.0,22.0,14.0,10.0,17.0,18.0,,,16.0,12.0,,,,11.0,,,14.0,20.0,12.0,17.0,13.0,7.0,10.0,15.0,,,,,,7.0,16.0,12.0,15.0,10.0
2018-09-25 00:00:00,16,,,13.0,12.0,,26.0,19.0,18.0,32.0,25.0,,,13.0,16.0,,,19.0,,10.0,22.0,13.0,12.0,18.0,14.0,,,15.0,12.0,,,,12.0,,,17.0,24.0,16.0,16.0,12.0,7.0,16.0,14.0,,,,,,9.0,15.0,14.0,8.0,13.0
2018-09-26 00:00:00,13,,,9.0,10.0,,16.0,15.0,13.0,18.0,19.0,,,8.0,15.0,,,20.0,,10.0,14.0,20.0,7.0,9.0,13.0,,,13.0,9.0,,,,10.0,,,17.0,32.0,16.0,21.0,11.0,7.0,15.0,15.0,,,,,,11.0,14.0,21.0,7.0,13.0
2018-09-27 00:00:00,11,,,7.0,8.0,,16.0,13.0,12.0,17.0,17.0,,,9.0,14.0,,,24.0,,11.0,11.0,17.0,6.0,14.0,16.0,,,15.0,9.0,,,,12.0,,,20.0,36.0,16.0,21.0,13.0,8.0,14.0,15.0,,,,,,9.0,14.0,25.0,5.0,13.0
2018-09-28 00:00:00,15,,,15.0,12.0,,22.0,18.0,18.0,26.0,24.0,,,15.0,16.0,,,30.0,,12.0,18.0,13.0,8.0,18.0,17.0,,,16.0,8.0,,,,13.0,,,11.0,34.0,11.0,14.0,14.0,7.0,14.0,13.0,,,,,,9.0,16.0,24.0,10.0,6.0
2018-09-29 00:00:00,23,,,24.0,19.0,,30.0,23.0,27.0,40.0,29.0,,,20.0,24.0,,,31.0,,20.0,19.0,16.0,9.0,17.0,22.0,,,17.0,7.0,,,,10.0,,,11.0,20.0,12.0,22.0,9.0,6.0,8.0,10.0,,,,,,7.0,13.0,18.0,18.0,6.0
2018-09-30 00:00:00,12,,,8.0,8.0,,18.0,16.0,13.0,,27.0,,,18.0,14.0,,,18.0,,14.0,30.0,22.0,12.0,19.0,13.0,,,16.0,9.0,,,,10.0,,,18.0,24.0,20.0,27.0,6.0,7.0,8.0,13.0,,,,,,7.0,15.0,9.0,11.0,14.0
2018-10-01 00:00:00,10,,,12.0,9.0,,19.0,15.0,16.0,,21.0,,,11.0,14.0,,9.0,25.0,11.0,18.0,27.0,21.0,15.0,19.0,21.0,,,19.0,,,,,10.0,,15.0,22.0,39.0,25.0,22.0,5.0,5.0,7.0,16.0,,,9.0,10.0,,6.0,12.0,11.0,14.0,18.0
2018-10-02 00:00:00,17,,,15.0,16.0,,24.0,21.0,24.0,33.0,26.0,,,18.0,20.0,,17.0,33.0,20.0,15.0,35.0,14.0,11.0,11.0,16.0,,,15.0,,,,,11.0,,8.0,16.0,41.0,20.0,17.0,10.0,5.0,11.0,9.0,,,16.0,23.0,,14.0,11.0,21.0,12.0,11.0
2018-10-03 00:00:00,28,,,28.0,27.0,,38.0,38.0,36.0,47.0,43.0,,,27.0,26.0,,21.0,40.0,29.0,21.0,62.0,19.0,14.0,20.0,17.0,,15.0,18.0,,,,,14.0,,10.0,14.0,48.0,10.0,15.0,17.0,5.0,21.0,12.0,,,16.0,27.0,,23.0,16.0,21.0,21.0,10.0
2018-10-04 00:00:00,22,,,24.0,24.0,,38.0,38.0,32.0,49.0,44.0,,,25.0,25.0,,28.0,36.0,30.0,37.0,53.0,19.0,17.0,15.0,22.0,,16.0,27.0,,,,,22.0,,7.0,9.0,51.0,11.0,11.0,22.0,11.0,25.0,22.0,,,20.0,26.0,,25.0,23.0,24.0,31.0,9.0
2018-10-05 00:00:00,12,,,11.0,10.0,,17.0,15.0,15.0,27.0,21.0,,,13.0,16.0,,22.0,29.0,26.0,15.0,24.0,15.0,8.0,11.0,9.0,,7.0,35.0,,,,,28.0,,8.0,17.0,58.0,11.0,13.0,27.0,16.0,27.0,27.0,,,12.0,32.0,,28.0,28.0,16.0,22.0,14.0
2018-10-06 00:00:00,16,,,15.0,16.0,,22.0,21.0,19.0,35.0,25.0,,,17.0,18.0,,13.0,29.0,19.0,19.0,30.0,13.0,7.0,13.0,14.0,,12.0,35.0,,,,,28.0,,14.0,15.0,61.0,10.0,18.0,29.0,16.0,29.0,35.0,,,15.0,30.0,,22.0,31.0,18.0,15.0,15.0
2018-10-07 00:00:00,,,,18.0,18.0,,26.0,25.0,25.0,35.0,29.0,,,21.0,21.0,,11.0,27.0,19.0,22.0,33.0,16.0,8.0,14.0,21.0,,19.0,35.0,,,,,29.0,,10.0,5.0,55.0,7.0,11.0,29.0,14.0,31.0,33.0,,,11.0,29.0,,21.0,32.0,19.0,15.0,8.0
2018-10-08 00:00:00,,,,22.0,22.0,,30.0,30.0,28.0,43.0,36.0,,,23.0,23.0,,19.0,32.0,22.0,25.0,38.0,20.0,12.0,15.0,18.0,,15.0,35.0,,,,,29.0,,11.0,,55.0,8.0,12.0,28.0,13.0,29.0,31.0,,,25.0,27.0,,19.0,31.0,28.0,17.0,6.0
2018-10-09 00:00:00,24,,,19.0,22.0,,30.0,26.0,25.0,42.0,30.0,,,21.0,28.0,,18.0,38.0,23.0,21.0,41.0,21.0,16.0,20.0,21.0,,18.0,35.0,,,,,30.0,,8.0,,54.0,8.0,12.0,23.0,11.0,26.0,31.0,,,28.0,27.0,,18.0,31.0,34.0,26.0,7.0
2018-10-10 00:00:00,29,,,23.0,25.0,,33.0,32.0,32.0,42.0,39.0,,,28.0,31.0,,31.0,41.0,24.0,31.0,38.0,23.0,20.0,30.0,28.0,,27.0,29.0,,,,,27.0,,14.0,,41.0,15.0,18.0,15.0,12.0,23.0,29.0,,,26.0,23.0,,,25.0,,36.0,14.0
2018-10-11 00:00:00,23,,,24.0,21.0,,30.0,27.0,31.0,38.0,33.0,,,27.0,30.0,,24.0,33.0,19.0,39.0,50.0,27.0,20.0,24.0,25.0,,22.0,19.0,,,,,14.0,,18.0,,25.0,15.0,19.0,8.0,10.0,16.0,20.0,,,17.0,16.0,,,21.0,,28.0,15.0
