Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T,08T,13T,14T,16T,17T,18T,19T,20T,21T,22T,24T,25T,26T,27T,28T,29T,30T,31T,32T,33T,34T,35T,36T,37T,38T,39T,40T,41T,42T,43T,44T,46T,47T,60T,62T,63T,57T,58T,67T,68T,69T,70T,71T,72T,73T,74T,75T,76T,77T,78T,79T,80T,81T,82T,83T,84T
2020-02-20 00:00:00,58.0,54.0,59.0,53.0,57.0,54.0,56.0,79.0,59.0,59.0,55.0,64.0,64.0,58.0,92.0,51.0,55.0,77.0,51.0,64.0,70.0,66.0,64.0,61.0,79.0,91.0,60.0,63.0,61.0,59.0,49.0,57.0,60.0,54.0,56.0,60.0,56.0,56.0,60.0,46.0,25.0,19.0,19.0,41.0,50.0,52.0,19.0,21.0,60.0,84.0,58.0,39.0,80.0,71.0,43.0,42.0,65.0,72.0,43.0,65.0,70.0,12.0,73.0,15.0,84.0,,,
2020-02-21 00:00:00,49.0,52.0,50.0,50.0,46.0,49.0,49.0,53.0,54.0,49.0,51.0,54.0,56.0,48.0,61.0,53.0,48.0,73.0,62.0,55.0,47.0,64.0,65.0,49.0,86.0,64.0,54.0,57.0,48.0,59.0,46.0,58.0,52.0,73.0,71.0,59.0,52.0,55.0,52.0,42.0,22.0,18.0,16.0,35.0,39.0,48.0,18.0,19.0,58.0,108.0,53.0,46.0,62.0,60.0,35.0,32.0,70.0,60.0,46.0,70.0,54.0,11.0,65.0,13.0,65.0,,,
2020-02-22 00:00:00,50.0,51.0,53.0,52.0,52.0,50.0,54.0,52.0,58.0,50.0,56.0,57.0,58.0,50.0,63.0,53.0,45.0,68.0,56.0,57.0,36.0,61.0,48.0,34.0,66.0,67.0,48.0,50.0,41.0,49.0,42.0,50.0,53.0,54.0,56.0,48.0,41.0,42.0,41.0,38.0,23.0,15.0,19.0,27.0,28.0,38.0,18.0,19.0,52.0,137.0,41.0,45.0,45.0,49.0,28.0,,57.0,53.0,39.0,50.0,43.0,,42.0,13.0,59.0,,,
2020-02-23 00:00:00,53.0,53.0,55.0,54.0,51.0,51.0,56.0,52.0,58.0,52.0,57.0,59.0,58.0,54.0,74.0,52.0,47.0,67.0,57.0,56.0,36.0,63.0,42.0,43.0,65.0,57.0,49.0,49.0,42.0,50.0,46.0,51.0,47.0,54.0,55.0,51.0,46.0,41.0,45.0,34.0,23.0,14.0,15.0,30.0,37.0,37.0,18.0,17.0,43.0,168.0,38.0,42.0,47.0,54.0,33.0,28.0,46.0,51.0,42.0,53.0,48.0,9.0,46.0,11.0,54.0,,,
2020-02-24 00:00:00,62.0,64.0,66.0,62.0,67.0,67.0,63.0,71.0,70.0,62.0,63.0,68.0,69.0,57.0,75.0,60.0,64.0,81.0,75.0,63.0,70.0,64.0,57.0,78.0,78.0,47.0,75.0,82.0,86.0,81.0,55.0,68.0,62.0,56.0,56.0,58.0,53.0,56.0,59.0,48.0,21.0,15.0,16.0,34.0,40.0,58.0,20.0,18.0,45.0,124.0,51.0,45.0,66.0,58.0,44.0,38.0,54.0,96.0,47.0,57.0,71.0,9.0,71.0,11.0,70.0,,,
2020-02-25 00:00:00,64.0,67.0,74.0,62.0,60.0,57.0,71.0,66.0,76.0,60.0,70.0,87.0,69.0,64.0,65.0,59.0,58.0,84.0,77.0,74.0,87.0,69.0,100.0,117.0,73.0,47.0,90.0,81.0,71.0,85.0,55.0,77.0,71.0,70.0,68.0,74.0,56.0,56.0,50.0,58.0,21.0,16.0,16.0,46.0,56.0,85.0,19.0,18.0,60.0,119.0,61.0,48.0,75.0,66.0,71.0,44.0,72.0,82.0,44.0,73.0,100.0,15.0,84.0,14.0,58.0,,,
2020-02-26 00:00:00,43.0,42.0,48.0,45.0,41.0,42.0,49.0,52.0,49.0,41.0,48.0,59.0,46.0,43.0,45.0,36.0,38.0,55.0,44.0,49.0,59.0,50.0,96.0,75.0,53.0,31.0,46.0,36.0,31.0,36.0,33.0,52.0,43.0,72.0,69.0,78.0,64.0,58.0,55.0,58.0,18.0,17.0,15.0,45.0,61.0,52.0,18.0,16.0,63.0,153.0,63.0,50.0,83.0,75.0,66.0,48.0,78.0,41.0,52.0,82.0,70.0,13.0,82.0,12.0,38.0,,,
2020-02-27 00:00:00,48.0,40.0,42.0,45.0,40.0,46.0,48.0,51.0,54.0,47.0,50.0,65.0,48.0,45.0,50.0,38.0,33.0,55.0,41.0,47.0,58.0,50.0,98.0,66.0,52.0,29.0,45.0,28.0,26.0,28.0,28.0,46.0,34.0,81.0,54.0,82.0,76.0,79.0,62.0,58.0,18.0,14.0,14.0,49.0,59.0,50.0,15.0,16.0,74.0,161.0,79.0,53.0,106.0,91.0,62.0,39.0,83.0,34.0,51.0,88.0,61.0,12.0,75.0,12.0,42.0,,,
2020-02-28 00:00:00,28.0,26.0,28.0,28.0,26.0,27.0,31.0,32.0,35.0,24.0,27.0,46.0,30.0,29.0,27.0,22.0,21.0,39.0,35.0,36.0,51.0,,73.0,52.0,27.0,15.0,39.0,27.0,25.0,30.0,26.0,34.0,39.0,96.0,59.0,76.0,74.0,73.0,64.0,54.0,17.0,15.0,13.0,39.0,51.0,37.0,17.0,15.0,69.0,126.0,75.0,59.0,111.0,95.0,44.0,34.0,87.0,31.0,57.0,93.0,52.0,13.0,62.0,11.0,22.0,,,
2020-02-29 00:00:00,25.0,23.0,28.0,27.0,26.0,24.0,27.0,30.0,29.0,22.0,24.0,39.0,26.0,27.0,26.0,19.0,24.0,36.0,23.0,27.0,36.0,28.0,48.0,41.0,24.0,14.0,26.0,22.0,21.0,27.0,20.0,29.0,23.0,99.0,55.0,70.0,60.0,65.0,55.0,38.0,18.0,13.0,14.0,41.0,62.0,31.0,14.0,15.0,74.0,85.0,75.0,52.0,67.0,89.0,38.0,44.0,87.0,23.0,60.0,88.0,41.0,16.0,34.0,13.0,20.0,,,
2020-03-01 00:00:00,26.0,23.0,23.0,25.0,24.0,25.0,27.0,29.0,27.0,23.0,23.0,37.0,27.0,26.0,28.0,22.0,22.0,36.0,24.0,28.0,31.0,25.0,40.0,33.0,32.0,18.0,27.0,21.0,22.0,19.0,17.0,23.0,20.0,73.0,42.0,58.0,50.0,46.0,49.0,43.0,23.0,20.0,16.0,59.0,60.0,29.0,19.0,15.0,65.0,104.0,70.0,50.0,57.0,63.0,32.0,62.0,92.0,24.0,54.0,68.0,37.0,18.0,41.0,12.0,23.0,86.0,80.0,
2020-03-02 00:00:00,26.0,23.0,26.0,,26.0,24.0,27.0,30.0,29.0,24.0,24.0,35.0,28.0,24.0,26.0,19.0,23.0,35.0,22.0,28.0,33.0,26.0,45.0,36.0,33.0,20.0,28.0,17.0,17.0,20.0,20.0,28.0,21.0,67.0,66.0,59.0,49.0,48.0,47.0,44.0,24.0,17.0,14.0,72.0,53.0,28.0,15.0,15.0,67.0,101.0,70.0,41.0,67.0,63.0,29.0,70.0,106.0,24.0,55.0,66.0,37.0,17.0,51.0,13.0,25.0,95.0,85.0,
2020-03-03 00:00:00,19.0,16.0,20.0,,19.0,17.0,20.0,28.0,22.0,18.0,17.0,33.0,23.0,18.0,22.0,14.0,18.0,30.0,19.0,20.0,29.0,17.0,40.0,31.0,29.0,13.0,21.0,12.0,19.0,13.0,14.0,18.0,15.0,61.0,57.0,50.0,43.0,42.0,39.0,41.0,16.0,13.0,14.0,65.0,39.0,23.0,19.0,14.0,53.0,97.0,64.0,32.0,55.0,60.0,22.0,48.0,101.0,17.0,52.0,50.0,31.0,10.0,39.0,8.0,18.0,61.0,71.0,
2020-03-04 00:00:00,14.0,11.0,14.0,13.0,13.0,12.0,17.0,22.0,16.0,10.0,11.0,23.0,17.0,14.0,19.0,12.0,10.0,24.0,13.0,13.0,19.0,13.0,24.0,20.0,18.0,9.0,17.0,9.0,14.0,10.0,8.0,19.0,12.0,58.0,48.0,39.0,39.0,35.0,40.0,33.0,13.0,11.0,13.0,53.0,30.0,17.0,15.0,16.0,52.0,77.0,36.0,33.0,38.0,46.0,17.0,28.0,63.0,12.0,44.0,38.0,20.0,16.0,30.0,12.0,13.0,42.0,84.0,10.0
2020-03-05 00:00:00,15.0,13.0,15.0,16.0,16.0,15.0,17.0,25.0,20.0,12.0,14.0,28.0,17.0,14.0,19.0,9.0,14.0,27.0,14.0,16.0,22.0,14.0,33.0,23.0,17.0,9.0,18.0,10.0,16.0,10.0,11.0,23.0,13.0,46.0,40.0,36.0,31.0,31.0,32.0,26.0,12.0,10.0,13.0,23.0,38.0,18.0,17.0,15.0,43.0,66.0,26.0,28.0,34.0,37.0,18.0,17.0,65.0,17.0,,40.0,23.0,13.0,25.0,11.0,12.0,10.0,34.0,9.0
2020-03-06 00:00:00,15.0,14.0,16.0,17.0,16.0,12.0,16.0,24.0,18.0,14.0,13.0,24.0,19.0,15.0,20.0,13.0,13.0,27.0,18.0,13.0,21.0,13.0,26.0,26.0,17.0,10.0,18.0,11.0,18.0,15.0,12.0,17.0,15.0,42.0,41.0,31.0,29.0,26.0,26.0,26.0,16.0,12.0,13.0,17.0,23.0,16.0,12.0,13.0,40.0,74.0,24.0,24.0,24.0,32.0,16.0,10.0,72.0,16.0,19.0,38.0,27.0,9.0,30.0,12.0,11.0,15.0,26.0,11.0
2020-03-07 00:00:00,15.0,13.0,16.0,16.0,16.0,15.0,17.0,25.0,20.0,13.0,16.0,26.0,17.0,15.0,17.0,10.0,14.0,29.0,18.0,22.0,31.0,16.0,38.0,26.0,21.0,9.0,17.0,11.0,14.0,12.0,13.0,,14.0,44.0,41.0,32.0,30.0,30.0,27.0,28.0,18.0,10.0,17.0,28.0,29.0,17.0,12.0,12.0,62.0,95.0,31.0,24.0,29.0,41.0,14.0,20.0,143.0,16.0,26.0,35.0,23.0,7.0,27.0,12.0,14.0,23.0,26.0,11.0
2020-03-08 00:00:00,22.0,19.0,21.0,23.0,21.0,22.0,22.0,24.0,27.0,20.0,21.0,32.0,25.0,23.0,27.0,16.0,19.0,33.0,21.0,24.0,30.0,26.0,34.0,28.0,27.0,17.0,23.0,16.0,18.0,20.0,14.0,25.0,16.0,61.0,54.0,38.0,32.0,36.0,35.0,31.0,18.0,12.0,20.0,39.0,38.0,23.0,15.0,16.0,74.0,136.0,40.0,31.0,40.0,51.0,17.0,29.0,153.0,19.0,37.0,44.0,31.0,14.0,30.0,15.0,25.0,42.0,45.0,20.0
2020-03-09 00:00:00,31.0,32.0,37.0,36.0,35.0,34.0,35.0,41.0,44.0,35.0,38.0,44.0,38.0,37.0,45.0,32.0,28.0,45.0,28.0,34.0,49.0,41.0,60.0,48.0,39.0,30.0,25.0,21.0,21.0,20.0,21.0,41.0,26.0,64.0,50.0,49.0,42.0,42.0,39.0,51.0,21.0,14.0,32.0,49.0,52.0,27.0,23.0,21.0,73.0,105.0,53.0,34.0,51.0,69.0,22.0,47.0,181.0,27.0,54.0,52.0,37.0,22.0,49.0,22.0,40.0,34.0,45.0,31.0
2020-03-10 00:00:00,32.0,25.0,29.0,29.0,37.0,29.0,31.0,40.0,37.0,27.0,28.0,42.0,31.0,31.0,40.0,22.0,26.0,38.0,29.0,36.0,44.0,36.0,54.0,45.0,57.0,25.0,27.0,19.0,15.0,18.0,20.0,32.0,27.0,90.0,53.0,60.0,54.0,49.0,50.0,57.0,22.0,13.0,33.0,58.0,57.0,27.0,26.0,20.0,115.0,203.0,58.0,47.0,56.0,131.0,31.0,51.0,257.0,23.0,62.0,53.0,39.0,,63.0,15.0,40.0,56.0,68.0,29.0
2020-03-11 00:00:00,32.0,29.0,33.0,32.0,37.0,33.0,35.0,42.0,40.0,31.0,32.0,44.0,34.0,33.0,46.0,24.0,31.0,46.0,36.0,35.0,45.0,34.0,54.0,43.0,61.0,32.0,31.0,26.0,24.0,32.0,30.0,42.0,32.0,70.0,57.0,52.0,52.0,52.0,46.0,46.0,25.0,18.0,29.0,55.0,53.0,32.0,22.0,14.0,105.0,223.0,69.0,36.0,71.0,112.0,25.0,50.0,,32.0,52.0,59.0,34.0,14.0,58.0,16.0,49.0,38.0,54.0,32.0
2020-03-12 00:00:00,26.0,22.0,25.0,26.0,24.0,25.0,27.0,34.0,32.0,23.0,25.0,39.0,28.0,26.0,29.0,17.0,24.0,36.0,24.0,30.0,43.0,27.0,53.0,44.0,37.0,21.0,28.0,18.0,17.0,15.0,18.0,32.0,21.0,71.0,49.0,66.0,59.0,57.0,63.0,47.0,26.0,19.0,22.0,60.0,46.0,29.0,20.0,16.0,85.0,240.0,81.0,42.0,90.0,95.0,29.0,59.0,288.0,21.0,64.0,74.0,33.0,12.0,58.0,19.0,28.0,77.0,62.0,23.0
2020-03-13 00:00:00,21.0,19.0,19.0,22.0,22.0,20.0,21.0,26.0,26.0,18.0,19.0,33.0,22.0,20.0,24.0,14.0,17.0,31.0,19.0,23.0,31.0,21.0,34.0,32.0,32.0,14.0,23.0,16.0,16.0,20.0,17.0,33.0,18.0,120.0,113.0,86.0,79.0,80.0,79.0,51.0,20.0,21.0,13.0,58.0,41.0,26.0,15.0,12.0,134.0,258.0,104.0,57.0,109.0,182.0,26.0,66.0,329.0,20.0,88.0,77.0,31.0,13.0,54.0,13.0,19.0,102.0,68.0,16.0
2020-03-14 00:00:00,18.0,15.0,15.0,18.0,24.0,17.0,20.0,22.0,21.0,15.0,17.0,30.0,19.0,18.0,21.0,12.0,15.0,27.0,15.0,20.0,31.0,18.0,34.0,30.0,24.0,11.0,20.0,13.0,19.0,15.0,11.0,28.0,13.0,166.0,174.0,102.0,86.0,81.0,84.0,38.0,15.0,9.0,10.0,66.0,41.0,26.0,10.0,11.0,212.0,254.0,122.0,93.0,102.0,246.0,23.0,59.0,358.0,18.0,114.0,101.0,29.0,8.0,41.0,7.0,16.0,100.0,76.0,13.0
2020-03-15 00:00:00,23.0,20.0,22.0,20.0,26.0,18.0,21.0,23.0,26.0,20.0,22.0,33.0,24.0,22.0,20.0,18.0,18.0,35.0,25.0,19.0,19.0,21.0,,24.0,23.0,20.0,23.0,17.0,17.0,17.0,15.0,25.0,19.0,132.0,160.0,88.0,63.0,71.0,63.0,30.0,10.0,7.0,11.0,40.0,44.0,,12.0,14.0,251.0,249.0,91.0,83.0,74.0,185.0,21.0,,353.0,18.0,102.0,108.0,28.0,8.0,24.0,7.0,,32.0,46.0,18.0
2020-03-16 00:00:00,34.0,32.0,34.0,32.0,30.0,33.0,32.0,43.0,40.0,32.0,38.0,53.0,38.0,33.0,37.0,26.0,27.0,51.0,32.0,27.0,33.0,31.0,38.0,34.0,26.0,30.0,27.0,20.0,22.0,30.0,26.0,35.0,26.0,68.0,66.0,45.0,43.0,42.0,41.0,29.0,11.0,7.0,11.0,52.0,52.0,27.0,14.0,12.0,136.0,149.0,65.0,38.0,49.0,56.0,25.0,55.0,213.0,26.0,78.0,67.0,31.0,4.0,20.0,8.0,,57.0,51.0,18.0
2020-03-17 00:00:00,20.0,16.0,19.0,22.0,13.0,18.0,23.0,32.0,23.0,19.0,19.0,32.0,23.0,19.0,24.0,17.0,17.0,30.0,19.0,25.0,28.0,20.0,43.0,30.0,26.0,15.0,23.0,16.0,20.0,18.0,17.0,29.0,18.0,74.0,68.0,49.0,45.0,44.0,45.0,33.0,20.0,19.0,15.0,62.0,50.0,24.0,22.0,17.0,66.0,119.0,56.0,42.0,48.0,52.0,28.0,47.0,93.0,23.0,61.0,60.0,38.0,9.0,35.0,14.0,18.0,65.0,58.0,16.0
2020-03-18 00:00:00,20.0,17.0,18.0,21.0,15.0,21.0,21.0,28.0,23.0,18.0,18.0,33.0,23.0,20.0,24.0,15.0,18.0,31.0,18.0,22.0,27.0,19.0,35.0,29.0,26.0,15.0,21.0,14.0,17.0,16.0,16.0,,16.0,109.0,77.0,52.0,48.0,46.0,46.0,39.0,16.0,12.0,16.0,54.0,47.0,20.0,16.0,15.0,94.0,122.0,52.0,37.0,46.0,61.0,23.0,52.0,137.0,17.0,60.0,60.0,43.0,7.0,32.0,11.0,23.0,71.0,84.0,19.0
2020-03-19 00:00:00,21.0,17.0,18.0,22.0,16.0,18.0,21.0,31.0,25.0,18.0,19.0,34.0,25.0,19.0,20.0,16.0,19.0,32.0,20.0,23.0,26.0,20.0,31.0,30.0,24.0,13.0,20.0,13.0,20.0,16.0,16.0,15.0,19.0,174.0,116.0,65.0,57.0,56.0,55.0,30.0,22.0,13.0,16.0,44.0,43.0,,18.0,15.0,129.0,151.0,65.0,54.0,50.0,102.0,20.0,48.0,232.0,17.0,75.0,72.0,29.0,9.0,33.0,14.0,18.0,50.0,73.0,16.0
2020-03-20 00:00:00,21.0,16.0,17.0,18.0,16.0,20.0,21.0,29.0,23.0,16.0,18.0,30.0,21.0,18.0,20.0,14.0,19.0,31.0,20.0,24.0,25.0,18.0,32.0,28.0,22.0,12.0,20.0,14.0,19.0,17.0,14.0,13.0,16.0,162.0,129.0,70.0,53.0,53.0,50.0,33.0,22.0,12.0,12.0,30.0,42.0,19.0,20.0,13.0,150.0,116.0,81.0,50.0,47.0,78.0,22.0,42.0,398.0,17.0,79.0,65.0,29.0,8.0,21.0,10.0,16.0,36.0,63.0,13.0
2020-03-21 00:00:00,22.0,16.0,19.0,21.0,15.0,19.0,22.0,32.0,24.0,19.0,19.0,31.0,22.0,20.0,23.0,16.0,19.0,30.0,19.0,19.0,27.0,20.0,37.0,32.0,24.0,15.0,21.0,14.0,17.0,14.0,16.0,12.0,19.0,110.0,69.0,55.0,43.0,45.0,45.0,32.0,20.0,15.0,13.0,32.0,32.0,20.0,15.0,14.0,91.0,62.0,64.0,44.0,50.0,64.0,22.0,31.0,224.0,16.0,60.0,57.0,31.0,17.0,32.0,12.0,17.0,38.0,55.0,16.0
2020-03-22 00:00:00,19.0,14.0,14.0,17.0,12.0,17.0,21.0,24.0,20.0,15.0,16.0,27.0,19.0,18.0,24.0,12.0,16.0,27.0,15.0,19.0,24.0,18.0,36.0,27.0,27.0,13.0,23.0,12.0,18.0,12.0,12.0,10.0,14.0,95.0,70.0,69.0,55.0,56.0,50.0,40.0,16.0,13.0,17.0,40.0,44.0,20.0,12.0,13.0,84.0,79.0,55.0,45.0,53.0,92.0,,33.0,123.0,14.0,66.0,63.0,33.0,18.0,28.0,12.0,19.0,40.0,92.0,16.0
2020-03-23 00:00:00,17.0,15.0,14.0,17.0,14.0,14.0,20.0,22.0,21.0,13.0,15.0,28.0,18.0,18.0,19.0,11.0,14.0,27.0,16.0,19.0,24.0,17.0,36.0,27.0,27.0,11.0,20.0,11.0,19.0,12.0,12.0,10.0,15.0,101.0,93.0,61.0,59.0,59.0,52.0,43.0,18.0,13.0,15.0,38.0,47.0,18.0,16.0,13.0,101.0,106.0,73.0,47.0,70.0,118.0,19.0,33.0,130.0,16.0,92.0,55.0,25.0,17.0,54.0,12.0,20.0,33.0,95.0,18.0
2020-03-24 00:00:00,13.0,12.0,13.0,15.0,12.0,17.0,17.0,28.0,19.0,13.0,14.0,27.0,18.0,15.0,18.0,10.0,13.0,26.0,15.0,23.0,25.0,15.0,35.0,27.0,22.0,10.0,18.0,9.0,22.0,12.0,10.0,11.0,13.0,83.0,78.0,70.0,67.0,69.0,65.0,38.0,18.0,16.0,14.0,46.0,41.0,16.0,15.0,12.0,100.0,100.0,73.0,41.0,60.0,98.0,18.0,35.0,160.0,16.0,84.0,69.0,24.0,6.0,30.0,14.0,12.0,49.0,72.0,12.0
2020-03-25 00:00:00,22.0,14.0,15.0,18.0,12.0,19.0,20.0,26.0,21.0,15.0,15.0,26.0,21.0,16.0,19.0,13.0,16.0,27.0,18.0,21.0,22.0,14.0,30.0,26.0,20.0,11.0,20.0,12.0,18.0,14.0,,11.0,15.0,105.0,88.0,73.0,67.0,67.0,64.0,31.0,20.0,13.0,12.0,50.0,30.0,19.0,17.0,11.0,109.0,134.0,74.0,45.0,56.0,91.0,18.0,31.0,196.0,17.0,81.0,71.0,26.0,10.0,26.0,11.0,15.0,36.0,57.0,11.0
2020-03-26 00:00:00,15.0,11.0,11.0,15.0,11.0,12.0,17.0,24.0,17.0,11.0,14.0,27.0,17.0,12.0,19.0,8.0,12.0,23.0,12.0,19.0,21.0,13.0,,27.0,21.0,8.0,17.0,8.0,18.0,8.0,9.0,7.0,9.0,95.0,87.0,61.0,62.0,59.0,57.0,42.0,14.0,7.0,11.0,51.0,40.0,16.0,14.0,11.0,111.0,130.0,60.0,46.0,54.0,79.0,15.0,33.0,208.0,15.0,92.0,78.0,24.0,8.0,33.0,10.0,13.0,38.0,56.0,10.0
2020-03-27 00:00:00,15.0,13.0,13.0,15.0,10.0,16.0,18.0,22.0,19.0,11.0,14.0,25.0,17.0,15.0,14.0,8.0,12.0,23.0,13.0,17.0,27.0,15.0,,31.0,24.0,8.0,18.0,11.0,13.0,8.0,9.0,7.0,11.0,102.0,94.0,61.0,57.0,53.0,54.0,41.0,13.0,7.0,13.0,59.0,35.0,16.0,14.0,11.0,132.0,113.0,66.0,49.0,62.0,95.0,15.0,54.0,205.0,15.0,103.0,69.0,23.0,7.0,37.0,9.0,18.0,62.0,50.0,12.0
2020-03-28 00:00:00,23.0,19.0,18.0,22.0,18.0,22.0,26.0,30.0,26.0,20.0,23.0,33.0,24.0,23.0,30.0,16.0,20.0,30.0,23.0,29.0,34.0,25.0,,38.0,29.0,20.0,22.0,13.0,18.0,14.0,15.0,12.0,21.0,,123.0,102.0,89.0,88.0,92.0,38.0,18.0,11.0,15.0,72.0,39.0,23.0,13.0,12.0,175.0,135.0,87.0,74.0,70.0,141.0,15.0,55.0,262.0,19.0,174.0,77.0,34.0,11.0,59.0,11.0,30.0,93.0,72.0,22.0
2020-03-29 00:00:00,22.0,16.0,19.0,20.0,15.0,20.0,23.0,24.0,23.0,19.0,19.0,28.0,21.0,20.0,23.0,13.0,17.0,28.0,20.0,25.0,34.0,21.0,,36.0,32.0,15.0,19.0,8.0,16.0,10.0,10.0,8.0,13.0,,117.0,110.0,107.0,95.0,99.0,57.0,19.0,19.0,17.0,61.0,46.0,20.0,15.0,13.0,182.0,99.0,110.0,62.0,114.0,137.0,17.0,75.0,237.0,13.0,174.0,74.0,31.0,15.0,71.0,15.0,29.0,104.0,69.0,27.0
2020-03-30 00:00:00,21.0,18.0,18.0,20.0,14.0,22.0,22.0,31.0,24.0,18.0,19.0,30.0,23.0,21.0,28.0,15.0,17.0,29.0,30.0,25.0,30.0,20.0,,35.0,34.0,21.0,25.0,15.0,19.0,17.0,16.0,,19.0,110.0,107.0,118.0,95.0,104.0,109.0,49.0,26.0,19.0,14.0,61.0,50.0,22.0,17.0,13.0,149.0,89.0,111.0,59.0,97.0,135.0,17.0,112.0,191.0,17.0,218.0,59.0,33.0,13.0,73.0,18.0,34.0,111.0,65.0,28.0
2020-03-31 00:00:00,28.0,25.0,25.0,28.0,22.0,28.0,30.0,34.0,32.0,26.0,24.0,36.0,29.0,28.0,28.0,23.0,25.0,37.0,28.0,27.0,36.0,26.0,,40.0,32.0,24.0,23.0,17.0,18.0,18.0,20.0,8.0,24.0,,86.0,114.0,87.0,92.0,102.0,49.0,26.0,19.0,15.0,70.0,49.0,33.0,15.0,11.0,119.0,94.0,110.0,48.0,104.0,117.0,23.0,101.0,182.0,23.0,262.0,58.0,40.0,17.0,78.0,16.0,30.0,139.0,53.0,28.0
2020-04-01 00:00:00,19.0,15.0,17.0,19.0,15.0,20.0,22.0,28.0,23.0,16.0,19.0,28.0,20.0,20.0,20.0,10.0,16.0,26.0,17.0,26.0,31.0,20.0,42.0,32.0,34.0,13.0,17.0,9.0,16.0,8.0,10.0,5.0,13.0,93.0,87.0,113.0,106.0,103.0,117.0,51.0,16.0,18.0,14.0,71.0,,17.0,13.0,11.0,112.0,90.0,146.0,57.0,130.0,115.0,15.0,89.0,192.0,10.0,253.0,74.0,24.0,16.0,57.0,12.0,25.0,126.0,77.0,22.0
2020-04-02 00:00:00,16.0,13.0,15.0,16.0,12.0,19.0,20.0,21.0,21.0,14.0,15.0,26.0,19.0,17.0,18.0,11.0,12.0,25.0,15.0,25.0,27.0,18.0,40.0,31.0,26.0,11.0,15.0,8.0,16.0,9.0,8.0,,12.0,101.0,,104.0,92.0,84.0,86.0,40.0,21.0,18.0,14.0,43.0,37.0,15.0,10.0,11.0,124.0,109.0,121.0,56.0,98.0,108.0,13.0,68.0,176.0,13.0,247.0,65.0,24.0,9.0,54.0,11.0,18.0,52.0,44.0,16.0
2020-04-03 00:00:00,14.0,12.0,13.0,14.0,12.0,13.0,18.0,23.0,17.0,11.0,13.0,22.0,16.0,14.0,15.0,9.0,11.0,25.0,16.0,21.0,24.0,16.0,39.0,28.0,20.0,8.0,16.0,10.0,15.0,10.0,10.0,21.0,14.0,95.0,92.0,100.0,79.0,76.0,64.0,43.0,17.0,8.0,10.0,35.0,33.0,14.0,10.0,10.0,113.0,107.0,91.0,59.0,69.0,92.0,14.0,47.0,204.0,12.0,185.0,61.0,23.0,3.0,52.0,7.0,12.0,57.0,72.0,10.0
2020-04-04 00:00:00,16.0,12.0,13.0,14.0,13.0,18.0,19.0,27.0,20.0,13.0,14.0,25.0,17.0,15.0,22.0,10.0,13.0,25.0,15.0,21.0,26.0,14.0,33.0,27.0,42.0,10.0,16.0,10.0,17.0,10.0,11.0,18.0,11.0,127.0,123.0,84.0,63.0,65.0,63.0,42.0,15.0,10.0,11.0,40.0,35.0,15.0,12.0,11.0,181.0,154.0,92.0,65.0,57.0,92.0,20.0,49.0,206.0,12.0,177.0,71.0,24.0,5.0,97.0,9.0,29.0,34.0,89.0,17.0
2020-04-05 00:00:00,16.0,13.0,14.0,15.0,11.0,17.0,20.0,18.0,23.0,13.0,15.0,24.0,17.0,,14.0,11.0,12.0,26.0,20.0,20.0,26.0,16.0,32.0,27.0,22.0,9.0,16.0,11.0,16.0,11.0,12.0,23.0,14.0,141.0,143.0,87.0,66.0,68.0,63.0,31.0,13.0,10.0,13.0,44.0,40.0,18.0,11.0,11.0,141.0,159.0,106.0,80.0,62.0,89.0,19.0,35.0,206.0,15.0,148.0,77.0,23.0,7.0,38.0,7.0,15.0,27.0,58.0,15.0
2020-04-06 00:00:00,15.0,13.0,17.0,14.0,13.0,13.0,19.0,22.0,17.0,12.0,12.0,24.0,17.0,,18.0,11.0,13.0,27.0,16.0,15.0,18.0,13.0,28.0,24.0,24.0,11.0,18.0,12.0,17.0,9.0,11.0,21.0,14.0,125.0,125.0,92.0,78.0,73.0,67.0,41.0,11.0,11.0,13.0,40.0,33.0,16.0,12.0,11.0,138.0,103.0,65.0,67.0,56.0,94.0,16.0,24.0,175.0,13.0,130.0,52.0,23.0,3.0,41.0,9.0,15.0,29.0,49.0,15.0
2020-04-07 00:00:00,20.0,11.0,16.0,17.0,19.0,20.0,19.0,31.0,22.0,15.0,14.0,25.0,19.0,,24.0,12.0,15.0,26.0,15.0,19.0,25.0,18.0,27.0,22.0,28.0,17.0,12.0,8.0,17.0,6.0,9.0,14.0,10.0,85.0,83.0,73.0,69.0,63.0,63.0,45.0,13.0,13.0,12.0,41.0,38.0,12.0,14.0,10.0,83.0,81.0,67.0,52.0,58.0,75.0,14.0,37.0,146.0,12.0,87.0,54.0,20.0,6.0,48.0,10.0,24.0,30.0,38.0,18.0
2020-04-08 00:00:00,16.0,11.0,15.0,14.0,15.0,16.0,17.0,27.0,17.0,13.0,13.0,24.0,18.0,15.0,19.0,10.0,12.0,25.0,13.0,21.0,23.0,14.0,35.0,22.0,24.0,13.0,13.0,6.0,20.0,6.0,7.0,15.0,10.0,94.0,90.0,64.0,58.0,62.0,53.0,39.0,19.0,15.0,17.0,41.0,34.0,12.0,17.0,,100.0,106.0,48.0,59.0,48.0,85.0,14.0,27.0,154.0,11.0,75.0,59.0,18.0,6.0,41.0,11.0,16.0,25.0,42.0,17.0
